Year,CP,Estimation_method,Estimation_method_detailed,Region,LocalAuthority,Road,RoadCategory,Easting,Northing,StartJunction,EndJunction,LinkLength_miles,PedalCycles,Motorcycles,CarsTaxis,BusesCoaches,LightGoodsVehicles,V2AxleRigidHGV,V3AxleRigidHGV,V4or5AxleRigidHGV,V3or4AxleArticHGV,V5AxleArticHGV,V6orMoreAxleArticHGV,AllHGVs,AllMotorVehicles
2000,18497,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A107,PU,534850,183388,A1208 Hackney Road,LA Boundary,0.12,19.19,16.83,793.94,60.96,122.97,40.91,2.95,4.31,4.76,1,0.95,54.89,1049.59
2000,18736,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1206,PU,538195,180834,A1261,A13,0.31,10.55,193.35,2195.66,38.1,427.18,70.53,21.09,33.23,6.01,14.4,12.47,157.74,3012.02
2000,19035,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1261,TU,537150,180780,A1206,A1203,0.31,21.43,92.65,2085.32,90.83,467.44,72.69,9.07,5.67,1.13,1.47,2.15,92.19,2828.43
2000,26217,Counted,Manual count,London,Tower Hamlets,A13,TU,538970,181320,A1263,Aspen Way tunnel,0.12,16.15,183.44,2815.23,34.7,562.65,65.86,24.31,33.66,18.01,11.98,16.33,170.15,3766.16
2000,27581,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1202,PU,534000,180830,A100/A1210/A1211,Dock Street,0.25,8.26,17.06,270.62,4.63,75.57,13.97,0.64,0.36,0.64,0.36,0,15.97,383.84
2000,27582,Counted,Manual count,London,Tower Hamlets,A1205,PU,536020,183200,A11,LA Boundary,0.87,245.76,106.37,3663.24,88.27,761.1,88.91,8.26,1.27,3.81,2.22,0.95,105.42,4724.39
2000,27917,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A12,TU,537550,183276,A11,B142,0.31,2.38,132.22,5590.41,73.37,1016.29,301.76,35.83,73.14,12.47,13.95,14.29,451.45,7263.74
2000,28521,Counted,Manual count,London,Tower Hamlets,A100,PU,533740,180500,LA Boundary,A1210/A1211,0.31,52.5,138.69,4259.77,109.09,607.71,167.04,4.31,1.13,1.02,1.25,0,174.75,5290.01
2000,28878,Counted,Manual count,London,Tower Hamlets,A1206,PU,537240,178900,A1203,Ferry Street,1.74,59.06,81.29,5545.18,198.77,555.66,92.72,5.08,4.45,5.72,10.16,5.08,123.2,6504.09
2000,29037,Counted,Manual count,London,Tower Hamlets,A1203,PU,534836,180756,A1202,A101/A126,1.18,137.03,2285.17,17503.15,288.72,3080.65,931.65,73.26,171.51,38.35,47.4,29.73,1291.9,24449.59
2000,36218,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A13,TU,537000,181040,A1261,A1206,0.81,58.08,350.27,4762.27,333.76,1104.77,157.44,13.56,28.3,15.33,30.37,36.27,281.28,6832.34
2000,37619,Counted,Manual count,London,Tower Hamlets,A1209,PU,534000,182520,LA Boundary,A107,0.93,276.58,252.77,4380.76,89.81,827.71,221.47,13.27,9.53,9.19,0.34,4.42,258.21,5809.27
2000,38270,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1210,PU,533840,180880,A100,LA Boundary,0.12,14.11,46.04,588.96,37.47,119.21,30.84,1.91,1.13,0.59,0.95,1.59,37.01,828.68
2000,39035,Counted,Manual count,London,Tower Hamlets,A1203,TU,536066,180909,A126/A101,A1206,0.81,3.24,1531.7,17611.42,275.68,1913.81,468.8,72.83,187.81,18.87,51.6,54.84,854.74,22187.35
2000,46218,Counted,Manual count,London,Tower Hamlets,A13,PU,535100,181280,A11/A1202 mid-junction,A126,1.3,90.49,435.8,12459.99,319.58,2165.65,430.56,63.35,56.68,38.1,64.3,20.96,673.94,16054.96
2000,47580,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1202,PU,534110,180940,Dock Street,Hooper Street,0.12,4.81,27.67,313.39,1.36,72.89,8.75,0.95,1.09,0.18,9.00E-02,9.00E-02,11.16,426.48
2000,48161,Counted,Manual count,London,Tower Hamlets,A1202,PU,533640,182000,A11/A13 mid-junction,LA Boundary,0.56,175.14,508.26,4390.83,33.48,1042.44,270.46,25.52,24.49,10.21,14.29,5.1,350.07,6325.08
2000,48814,Counted,Manual count,London,Tower Hamlets,A1261,TU,538620,180750,A1206,Aspen Way Tunnel,0.31,12.7,234.74,6672.7,86.86,1317.94,198.68,41.5,71.56,15.65,35.95,27.33,390.66,8702.9
2000,48815,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1261,TU,537030,180900,A13,A1206,0.19,30.48,46.27,1308.68,71.03,271.96,26.81,8.51,6.46,1.43,1.56,2.65,47.42,1745.37
2000,49035,Counted,Manual count,London,Tower Hamlets,A1261,TU,537950,180570,A1261,A1206,0.56,27.15,1162.87,12208.44,135.74,2680.1,504.18,58.58,159.83,20,28.37,18.37,789.33,16976.49
2000,56175,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A11,PU,535000,181900,A107,A1205,0.99,146.97,476.83,10311.98,160.76,2207.4,484.81,38.83,37.38,14.15,21.41,17.06,613.63,13770.6
2000,56506,Counted,Manual count,London,Tower Hamlets,A107,PU,534950,183000,A1209,A1208,0.37,44.36,63.28,2229.13,89,450.02,96.89,4.22,2.45,1.5,3.4,1.77,110.23,2941.65
2000,56909,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1203,PU,534000,180600,LA Boundary,A1202,0.31,78.13,579.36,3721.23,109.09,976.26,126.21,23.59,20.19,9.64,8.96,14.63,203.21,5589.16
2000,58445,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1020,PU,539100,180920,A1261,LA Boundary,0.25,4.35,66.23,2344.75,44.18,572.35,89.63,10.98,16.96,6.35,13.06,11.07,148.06,3175.57
2000,58446,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A13,TU,538450,181080,A102,A1263,0.37,29.39,163.43,4338.24,50.21,1009.31,286.45,29.26,69.13,14.15,31.16,39.46,469.61,6030.81
2000,59036,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1203,PU,535968,181035,A126/A101,A13/A126,0.19,9.53,37.97,1001.69,22.59,187.99,30.35,12.25,4.69,2.72,1.97,1.77,53.75,1303.99
2000,70002,Counted,Manual count,London,Tower Hamlets,A1206,PU,537060,180760,A1203,A1261,0.12,7.26,35.24,699.95,15.65,153.82,23.63,1.63,2.9,0.86,1.22,1.22,31.48,936.14
2000,70003,Counted,Manual count,London,Tower Hamlets,A1203,TU,537100,180730,A1206,A1261,0.37,10.61,514.93,4928.28,77.29,1196.83,290.67,72.26,45.18,33.34,24.36,21.5,487.3,7204.64
2000,70193,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A11,PU,533820,181310,LA Boundary,A1202/A13 mid-junc,0.12,19.55,78.88,1228.44,29.76,187.11,76.43,7.3,6.76,1.86,2.81,1.18,96.34,1620.53
2000,73554,Counted,Dependent on a neighbouring counted link,London,Tower Hamlets,A102,TU,538410,180850,LA Boundary,A13,0.62,2.49,717.82,14165.28,151.5,2618.41,687.89,78.25,199.13,63.05,154,70.53,1252.85,18905.86
2000,73821,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A115,PU,537270,184510,LA Boundary,LA Boundary,0.5,18.69,37.74,1630.79,42.46,371.05,83.46,13.61,21.77,4.35,10.7,4.35,138.26,2220.29
2000,73961,Counted,Dependent on a neighbouring counted link,London,Tower Hamlets,A101,PU,535530,180600,LA Boundary,A13,0.68,8.23,192.85,7366.91,37.67,1200.75,50.64,0,0,0,0,0,50.64,8848.83
2000,74527,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A12,TU,537300,183460,B142,B142,0.19,1.43,79.33,3354.24,44.02,609.78,181.05,21.5,43.89,7.48,8.37,8.57,270.87,4358.24
2000,74528,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A12,TU,537000,184000,LA Boundary,B142,0.62,0,379.21,14889.91,61.01,2787.15,669.52,65.32,134.27,61.24,119.3,53.52,1103.16,19220.43
2000,74545,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1263,PU,538910,181040,A13,A1261,0.12,0.91,29.53,1154.73,15.06,237.64,42.37,6.99,17.37,2.81,9.89,5.94,85.37,1522.33
2000,74905,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A11,PU,533850,181240,St Botolph St/Aldgate High St,A1202/A13 mid-junction,0.12,21.32,64,871.78,35.29,137.49,27.58,2.04,2.36,1.86,2.22,0.68,36.74,1145.3
2000,75425,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A13,TU,539100,181400,Aspen Way tunnel,LA boundary,0.12,7.62,128.82,2759.98,32.75,605.97,95.53,12.16,43.14,7.67,19.87,12.07,190.42,3717.94
2000,75426,Estimated,Estimated from nearby links,London,Tower Hamlets,A1261,TU,538930,181200,Aspen Way,A13,0.31,6.35,117.37,3336.46,43.32,658.97,99.34,20.75,35.83,7.82,17.92,13.61,195.28,4351.39
2000,75427,Estimated,Estimated from nearby links,London,Tower Hamlets,A1261,TU,538850,180950,Aspen Way tunnel,A1263,0.12,2.54,46.95,1334.58,17.33,263.59,39.74,8.3,14.33,3.13,7.17,5.44,78.11,1740.56
2001,6071,Counted,Manual count,London,Tower Hamlets,A12,PU,538180,181800,A13,A11,1.3,14.76,521.53,23379.21,164.79,5472.47,1258.33,162.89,351.97,116.69,245.28,242.9,2378.07,31916.07
2001,6201,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A11,PU,537000,182730,A1205,A12,0.93,395.31,560.65,12798.35,177.58,2495.71,453.83,51.71,33.68,45.25,19.05,30.28,633.79,16666.09
2001,6216,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A13,PU,538200,181030,A1206,A102,0.12,24.9,216.37,1655.69,27.72,73.98,202.03,163.66,8.44,11.93,3.54,1.04,390.64,2364.4
2001,6636,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A107,PU,535030,182500,Mile End Rd,Bethnal Green Rd,0.56,130.64,127.98,3273.68,159.62,609.1,91.85,8.16,9.8,4.29,1.43,1.43,116.96,4287.35
2001,7540,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1205,PU,536630,182000,A13/A1261,A11,0.99,131.73,189.42,5279.55,232.97,167.29,483.36,507.31,21.05,10.52,2.54,0,1024.78,6894.01
2001,8284,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1202,PU,534160,180760,A1203,Cable Street,0.12,5.85,18.23,321.01,5.85,71.53,19.87,1.81,1,0.36,0.59,0.41,24.04,440.67
2001,8489,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A13,PU,536100,181139,A126,A101,0.12,21.55,66.82,1122.75,19.5,37.56,124.47,89.22,6.31,3.76,2.9,5.00E-02,226.71,1473.34
2001,8754,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1206,PU,538520,178900,Ferry Street,A1261,1.68,223.51,298.22,3390.64,251.68,238.21,498.46,357.62,20.21,14.08,25.72,0,916.09,5094.85
2001,16188,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A11,PU,534280,181620,A1202/A13 mid-junction,A107,0.68,20.46,13.47,4263.87,0,845.74,126.99,312.35,123.24,31.68,140.21,0,734.47,5857.55
2001,16203,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A13,PU,536500,181120,A101,A1261,0.5,51.35,291.39,5596.17,137.89,795.8,195.41,18.14,13.25,7.08,12.52,12.52,258.92,7080.17
2001,17496,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1202,PU,533980,181190,B126 Prescot St,A13/A11 mid-junction,0.25,24.68,95.98,1263.01,11.25,307.27,82.37,4.81,2.45,3.63,1.63,1,95.89,1773.4
2001,17498,Counted,Manual count,London,Tower Hamlets,A1208,PU,534000,183100,A10/A5201,A107,1.06,198.56,386.33,6971.71,212.44,1323.63,267.58,32.77,32.39,2.7,4.24,2.31,341.99,9236.11
2001,18436,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1210,PU,533800,181070,LA Boundary,A11,0.25,64.05,185.25,1477.11,32.57,71.31,216.28,193.42,4.26,3.54,1.36,0,418.86,2185.09
2001,18467,Counted,Manual count,London,Tower Hamlets,A3211,PU,533634,180720,A100,LA Boundary,0.19,21.77,243.65,3256.54,73.76,530.51,103.97,11.7,33.14,6.06,7.48,5.1,167.45,4271.9
2001,18497,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A107,PU,534850,183388,A1208 Hackney Road,LA Boundary,0.12,21.82,18.73,775.66,60.74,125.65,40.73,3.45,4.4,4.35,0.91,1.13,54.98,1035.75
2001,18736,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1206,PU,538195,180834,A1261,A13,0.31,12.02,215.23,2145.19,37.88,436.59,70.31,24.61,33.68,5.56,12.93,14.63,161.71,2996.6
2001,19035,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1261,PU,537150,180780,A1206,A1203,0.31,24.38,103.08,2037.35,90.49,477.76,72.46,10.66,5.67,1.13,1.25,2.49,93.67,2802.35
2001,26217,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A13,PU,538970,181320,A1263,Aspen Way tunnel,0.12,18.37,204.17,2750.5,34.56,575.03,65.59,28.4,34.2,16.56,10.75,19.19,174.68,3738.94
2001,27581,Counted,Manual count,London,Tower Hamlets,A1202,PU,534000,180830,A100/A1210/A1211,Dock Street,0.25,30.84,19.23,143.7,1.36,40.82,22.5,1.63,0.45,0.27,0.27,9.00E-02,25.22,230.34
2001,27582,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1205,PU,536020,183200,A11,LA Boundary,0.87,279.74,118.12,3579.09,87.64,777.61,88.27,9.53,1.27,3.49,2.22,0.95,105.73,4668.19
2001,27917,Counted,Manual count,London,Tower Hamlets,A12,PU,537550,183276,A11,B142,0.31,3.4,189.04,9608.4,52.62,1656.1,307.2,31.87,80.17,20.07,50.12,31.98,521.41,12027.57
2001,28521,Counted,Manual count,London,Tower Hamlets,A100,PU,533740,180500,LA Boundary,A1210/A1211,0.31,158.99,303.01,3179.97,69.29,486.83,217.84,4.2,6.35,1.02,1.02,0.45,230.88,4269.97
2001,28878,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1206,PU,537240,178900,A1203,Ferry Street,1.74,67.31,90.18,5417.54,197.5,567.73,92.72,6.35,4.45,5.08,8.89,5.72,123.2,6396.14
2001,29037,Counted,Manual count,London,Tower Hamlets,A1203,PU,534836,180756,A1202,A101/A126,1.18,114.62,1311.72,17429.03,276.65,3331.45,1040.24,97.82,132.29,141.34,97.82,49.12,1558.64,23907.49
2001,36218,Counted,Manual count,London,Tower Hamlets,A13,PU,537000,181040,A1261,A1206,0.81,68.7,220.84,6124.13,204.03,1010.42,271.25,18.28,14.74,25.95,49.53,48.06,427.81,7987.23
2001,37619,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1209,PU,534000,182520,LA Boundary,A107,0.93,315.37,281.35,4279.73,89.13,846.08,220.79,15.31,9.53,8.51,0.34,5.44,259.91,5756.2
2001,38270,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1210,PU,533840,180880,A100,LA Boundary,0.12,16.06,51.26,575.39,37.33,121.84,30.71,2.22,1.13,0.54,0.86,1.86,37.33,823.15
2001,39035,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1203,PU,536066,180909,A126/A101,A1206,0.81,3.83,1704.77,17206.31,274.5,1955.97,466.73,85.21,191.06,17.4,46.29,64.28,870.96,22012.51
2001,46218,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A13,PU,535100,181280,A11/A1202 mid-junction,A126,1.3,102.88,485.33,12173.27,318.63,2213.28,428.65,73.82,57.63,35.24,57.63,24.29,677.27,15867.78
2001,47580,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1202,PU,534110,180940,Dock Street,Hooper Street,0.12,5.49,30.8,306.18,1.36,74.48,8.75,1.13,1.09,0.18,9.00E-02,9.00E-02,11.34,424.16
2001,48161,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1202,PU,533640,182000,A11/A13 mid-junction,LA Boundary,0.56,199.63,565.82,4289.79,33.48,1065.3,269.23,29.8,24.9,9.39,12.86,5.92,352.11,6306.5
2001,48814,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1261,PU,538620,180750,A1206,Aspen Way Tunnel,0.31,14.4,261.27,6519.27,86.52,1346.85,197.88,48.42,72.8,14.29,32.32,32.09,397.81,8611.73
2001,48815,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1261,PU,537030,180900,A13,A1206,0.19,34.7,51.44,1278.61,70.76,277.94,26.67,9.93,6.6,1.36,1.43,3.13,49.12,1727.88
2001,49035,Counted,Manual count,London,Tower Hamlets,A1261,PU,537950,180570,A1261,A1206,0.56,10.82,570.11,12024.94,128.39,2275.33,286.18,45.31,127.58,51.85,41.23,40.01,592.15,15590.92
2001,56175,Counted,Manual count,London,Tower Hamlets,A11,PU,535000,181900,A107,A1205,0.99,213.74,503.32,8979.48,142.61,1761.42,340.75,35.2,86.37,13.06,15.24,18.51,509.12,11895.96
2001,56506,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A107,PU,534950,183000,A1209,A1208,0.37,50.49,70.49,2177.97,88.72,459.95,96.48,4.9,2.45,1.36,3.13,2.04,110.36,2907.49
2001,56909,Counted,Manual count,London,Tower Hamlets,A1203,PU,534000,180600,LA Boundary,A1202,0.31,35.49,442.37,4839.81,57.95,869.78,158.99,17.92,33.45,8.05,11.68,9.3,239.39,6449.3
2001,58445,Counted,Manual count,London,Tower Hamlets,A1020,PU,539100,180920,A1261,LA Boundary,0.25,5.72,45.09,2419.96,29.39,401.35,93.26,9.8,12.34,6.71,18.96,14.33,155.4,3051.19
2001,58446,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A13,PU,538450,181080,A102,A1263,0.37,33.48,181.94,4238.49,49.94,1031.49,285.22,34.16,70.22,12.93,27.9,46.4,476.83,5978.69
2001,59036,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1203,PU,535968,181035,A126/A101,A13/A126,0.19,10.82,42.32,978.62,22.45,192.15,30.21,14.29,4.76,2.52,1.77,2.11,55.66,1291.2
2001,70002,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1206,PU,537060,180760,A1203,A1261,0.12,8.3,39.19,683.85,15.6,157.22,23.54,1.91,2.95,0.82,1.09,1.45,31.75,927.61
2001,70003,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1203,PU,537100,180730,A1206,A1261,0.37,12.11,573.03,4814.93,77.02,1223.23,289.58,84.51,46,30.48,21.91,25.17,497.65,7185.86
2001,70193,Counted,Manual count,London,Tower Hamlets,A11,PU,533820,181310,LA Boundary,A1202/A13 mid-junc,0.12,22.27,87.77,1200.18,29.62,191.24,76.11,8.53,6.85,1.72,2.54,1.36,97.12,1605.93
2001,73554,Counted,Dependent on a neighbouring counted link,London,Tower Hamlets,A102,PU,538410,180850,LA Boundary,A13,0.62,1.81,942.81,13040.8,114.08,3368.89,830.54,83.24,210.7,54.66,144.7,74.16,1398,18864.58
2001,73821,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A115,PU,537270,184510,LA Boundary,LA Boundary,0.5,21.23,42.09,1593.23,42.46,379.21,83.1,15.97,22.14,3.99,9.62,5.08,139.89,2196.88
2001,73961,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A101,PU,535530,180600,LA Boundary,A13,0.68,9.48,214.55,7197.51,37.67,1227.19,50.64,0,0,0,0,0,50.64,8727.58
2001,74527,Counted,Dependent on a neighbouring counted link,London,Tower Hamlets,A12,PU,537300,183460,B142,B142,0.19,2.04,113.42,5765.04,31.57,993.66,184.32,19.12,48.1,12.04,30.07,19.19,312.85,7216.54
2001,74528,Counted,Manual count,London,Tower Hamlets,A12,PU,537000,184000,LA Boundary,B142,0.62,0,422.08,14547.44,60.56,2848.39,666.79,76.2,136.53,56.25,107.05,62.6,1105.43,18983.88
2001,74545,Counted,Manual count,London,Tower Hamlets,A1263,PU,538910,181040,A13,A1261,0.12,1.04,32.84,1128.2,15.01,242.86,42.18,8.16,17.65,2.59,8.89,6.99,86.46,1505.37
2001,74905,Counted,Manual count,London,Tower Hamlets,A11,PU,533850,181240,St Botolph St/Aldgate High St,A1202/A13 mid-junction,0.12,24.27,71.22,851.73,35.15,140.53,27.49,2.4,2.4,1.72,2,0.82,36.83,1135.45
2001,75425,Counted,Dependent on a neighbouring counted link,London,Tower Hamlets,A13,PU,539100,181400,Aspen Way tunnel,LA boundary,0.12,8.71,143.38,2696.48,32.66,619.3,95.17,14.2,43.82,7.03,17.83,14.11,192.15,3683.97
2001,75426,Estimated,Estimated from nearby links,London,Tower Hamlets,A1261,PU,538930,181200,Aspen Way,A13,0.31,7.26,130.64,3259.69,43.32,673.37,99,24.27,36.4,7.03,16.1,16.1,198.9,4305.92
2001,75427,Estimated,Estimated from nearby links,London,Tower Hamlets,A1261,PU,538850,180950,Aspen Way tunnel,A1263,0.12,2.9,52.25,1303.88,17.33,269.35,39.6,9.71,14.56,2.81,6.44,6.44,79.56,1722.37
2002,6071,Counted,Manual count,London,Tower Hamlets,A12,PU,538180,181800,A13,A11,1.3,23.81,656.79,30201.93,216.71,5091.44,1012.1,214.33,366.26,162.89,173.37,236.71,2165.65,38332.53
2002,6201,Counted,Manual count,London,Tower Hamlets,A11,PU,537000,182730,A1205,A12,0.93,154.11,535.48,14040.08,210.24,1847.97,344.28,41.16,55.79,7.14,9.87,15.31,473.56,17107.33
2002,6216,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A13,PU,538200,181030,A1206,A102,0.12,25.36,202.76,1562.97,31.84,68.95,178.4,156.27,8.07,10.25,2.9,1.04,356.94,2223.46
2002,6636,Counted,Manual count,London,Tower Hamlets,A107,PU,535030,182500,Mile End Rd,Bethnal Green Rd,0.56,43.48,84.71,3775.21,151.87,544.19,97.77,9.19,5.1,5.72,4.69,3.27,125.74,4681.71
2002,7540,Counted,Manual count,London,Tower Hamlets,A1205,PU,536630,182000,A13/A1261,A11,0.99,111.77,122.65,5586.91,215.19,606.37,90.72,71.85,17.06,3.27,3.99,4.35,191.24,6722.37
2002,8284,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1202,PU,534160,180760,A1203,Cable Street,0.12,5.99,17.06,303.05,6.71,66.68,17.55,1.72,0.95,0.32,0.5,0.41,21.46,414.95
2002,8489,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A13,PU,536100,181139,A126,A101,0.12,21.91,62.6,1059.88,22.41,34.97,109.91,85.19,6.03,3.27,2.4,5.00E-02,206.84,1386.7
2002,8754,Counted,Manual count,London,Tower Hamlets,A1206,PU,538520,178900,Ferry Street,A1261,1.68,285.97,109.61,4362.46,285.36,754.43,88.79,25.11,13.47,1.84,11.63,45.93,186.77,5698.63
2002,16188,Counted,Manual count,London,Tower Hamlets,A11,PU,534280,181620,A1202/A13 mid-junction,A107,0.68,483.24,497.21,5899.72,217.3,1155.34,227.28,22.45,39.42,7.48,6.99,4.24,307.86,8077.43
2002,16203,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A13,PU,536500,181120,A101,A1261,0.5,52.25,273.07,5282.82,158.4,741.73,172.55,17.42,12.52,6.17,10.34,12.88,231.88,6687.89
2002,17496,Estimated,Estimated using previous year's AADF on this link,London,Tower Hamlets,A1202,PU,533980,181190,B126 Prescot St,A13/A11 mid-junction,0.25,25.13,89.9,1192.24,12.88,286.4,72.76,4.63,2.36,3.08,1.36,1,85.19,1666.62
