AADFYear,CP,Estimation_method,Estimation_method_detailed,Region,LocalAuthority,Road,RoadCategory,Easting,Northing,StartJunction,EndJunction,LinkLength_km,LinkLength_miles,PedalCycles,Motorcycles,CarsTaxis,BusesCoaches,LightGoodsVehicles,V2AxleRigidHGV,V3AxleRigidHGV,V4or5AxleRigidHGV,V3or4AxleArticHGV,V5AxleArticHGV,V6orMoreAxleArticHGV,AllHGVs,AllMotorVehicles
2000,36663,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A104,PA,534730,185500,A107,A107,0.8,0.5,354,533,15433,330,2424,360,34,6,13,11,4,428,19148
2000,36667,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A106,PA,535000,183720,A107,A1205,0.9,0.56,127,265,9136,72,1362,415,62,144,18,5,3,647,11482
2000,36668,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A107,PA,534550,187000,A104 roundabout,A10,2.2,1.37,149,330,22271,733,3409,928,36,41,58,24,33,1120,27863
2000,36669,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A107,PA,534950,184500,Well St,Graham Rd,0.8,0.5,839,570,17044,1617,2874,654,37,13,14,11,2,731,22836
2000,38148,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A107,PA,534874,185000,A1207,A104,0.4,0.25,271,237,12651,1340,1947,310,20,13,20,1,22,386,16561
2000,38267,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A1202,PA,533124,182475,A1202 Curtain Rd,A5201,0.4,0.25,662,2206,19125,432,6127,1032,45,68,43,29,43,1260,29150
2000,38434,Counted,Manual count,London,Hackney,A10,PA,533950,186110,A10 Stoke Newington High St,B111,1,0.62,586,570,20439,563,2790,441,27,12,21,17,5,523,24885
2000,38435,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A1207,PA,534000,184800,B108,A107,1,0.62,180,445,9291,1009,1837,430,39,59,23,10,4,565,13147
2000,46189,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A10,PA,533480,184000,A1208/A5201,A104,2.1,1.3,1088,1274,18850,882,3082,772,46,23,23,19,25,908,24996
2000,46656,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A104,PA,533700,184800,A10,A1207,0.4,0.25,573,683,14732,1514,2671,608,65,56,52,32,18,831,20431
2000,46659,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A106,TA,535000,184140,A107,A102,1.5,0.93,222,250,11891,555,1958,380,33,29,22,9,9,482,15136
2000,46660,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A107,PA,535000,185740,A102,A104,0.6,0.37,529,374,15012,1578,2136,662,49,25,30,8,9,783,19883
2000,47247,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A503,PA,532500,187730,A105,A107,0.8,0.5,492,1228,30605,1313,5026,1201,102,91,59,33,62,1548,39720
2000,48129,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A106,TA,536805,185028,A12/A115,A12,1,0.62,210,303,6455,53,1010,213,17,22,16,9,12,289,8110
2000,48418,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A10,PA,533700,186680,B111 Northwold Rd,A10 Stoke Newington High St,0.2,0.12,304,634,18001,872,3292,575,35,34,20,12,17,693,23492
2000,48540,Counted,Manual count,London,Hackney,A1200,PA,532840,183000,Vestry St,B102,0.9,0.56,879,969,14786,633,2740,499,35,14,36,20,16,620,19748
2000,48543,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A501,PA,532467,182779,LA Boundary,A1200,0.5,0.31,456,1862,25986,549,4297,1657,76,51,40,56,45,1925,34619
2000,56619,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A106,PA,536000,184140,A1205,A106 Wick Rd,1.1,0.68,82,297,10609,103,2029,362,53,67,19,16,5,522,13560
2000,56661,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A107,PA,534848,183562,LA Boundary,Victoria Park Road,0.1,0.06,423,371,17503,1344,2711,902,65,95,105,22,21,1210,23139
2000,57754,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A106,TA,536538,184718,A106 Victoria Park Rd,A12,0.2,0.12,8,280,19643,88,3552,528,93,138,49,64,82,954,24517
2000,57755,Counted,Manual count,London,Hackney,A1202,PA,533265,182510,A1202 Great Eastern St,A5201,0.3,0.19,277,559,9012,585,1576,250,21,16,15,17,4,323,12055
2000,58160,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A10,PA,533610,186380,Evering Road,Rectory Road,0.7,0.43,225,410,11563,498,2283,438,44,11,13,12,8,526,15280
2000,73558,Counted,Dependent on a neighbouring counted link,London,Hackney,A1205,PA,535710,183850,LA Boundary,A106,0.2,0.12,774,335,11537,278,2397,280,26,4,12,7,3,332,14879
2000,73560,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A115,PA,536830,184630,A106,LA Boundary,0.3,0.19,103,208,8988,234,2045,460,75,120,24,59,24,762,12237
2000,73561,Counted,Dependent on a neighbouring counted link,London,Hackney,A12,TA,537400,185480,A106,LA Boundary,0.1,0.06,0,2335,46202,435,11494,1761,188,397,190,546,288,3370,63836
2000,73563,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A503,PA,532736,187950,A107,LA Boundary,0.1,0.06,221,845,21311,559,4503,897,66,96,98,76,69,1302,28520
2000,73564,Counted,Manual count,London,Hackney,A105,PA,532360,186640,LA boundary,A503,2.3,1.43,526,1036,21335,302,2636,545,22,11,9,2,2,591,25900
2000,73565,Counted,Dependent on a neighbouring counted link,London,Hackney,A1202,PA,533505,182140,LA Boundary,A10,0.1,0.06,858,2490,21511,164,5107,1325,125,120,50,70,25,1715,30987
2000,73566,Counted,Dependent on a neighbouring counted link,London,Hackney,A1209,PA,533545,182280,A10,LA Boundary,0.1,0.06,813,743,12877,264,2433,651,39,28,27,1,13,759,17076
2000,74529,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A12,TA,536820,184500,A106,LA Boundary,0.4,0.25,0,1672,65652,269,12289,2952,288,592,270,526,236,4864,84746
2000,74530,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A12,TA,536692,185063,A106,A106,1.1,0.68,24,1251,61079,189,11368,2541,231,553,196,370,349,4240,78127
2000,74906,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A106,TA,536325,184749,Victoria Park Road,Cassland Road,0.2,0.12,115,608,41150,669,4636,993,93,313,61,48,14,1522,48585
2000,74907,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A106,TA,537470,185700,A12,LA Boundary,0.4,0.25,203,409,22892,372,4140,1547,147,191,71,104,112,2172,29985
2000,79992,Counted,Manual count,London,Hackney,A107,PA,534950,185100,Graham Road,Dalston Lane,0.3,0.19,250,37,1117,1259,164,48,3,0,3,1,0,55,2632
2001,6190,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A10,PA,533470,182230,A1202,A1209,0.1,0.06,1331,2578,26894,1398,7012,1387,76,57,75,76,79,1750,39632
2001,6629,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A104,PA,534880,186000,Downs Rd,Lea Bridge Rd,0.3,0.19,374,424,25075,1928,3605,943,48,19,35,26,38,1109,32141
2001,6632,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A105,PA,532000,187600,A503,LA Boundary,0.4,0.25,526,1138,30368,1005,4517,763,45,19,25,14,20,886,37914
2001,6634,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A107,PA,533000,187960,A503,LA Boundary,1,0.62,80,181,14639,575,1822,310,21,9,22,10,13,385,17602
2001,7716,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A5201,PA,533330,182670,A1202,A10/A1208,0.2,0.12,1079,2455,27002,1140,5681,949,71,55,54,84,104,1317,37595
2001,8064,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A102,PA,536000,185157,A106,A107,1.6,0.99,532,464,18441,1001,2542,677,36,21,45,15,15,809,23257
2001,8475,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A5201,PA,532929,182545,A501,A1202,0.2,0.12,1796,4505,33462,676,7862,1351,141,78,76,87,189,1922,48427
2001,16176,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A10,PA,533540,185000,A104,Evering Rd,1.3,0.81,434,644,14963,909,408,1335,1471,28,12,21,49,2916,19840
2001,16616,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A104,PA,533980,184900,A1207,A107,0.9,0.56,594,846,16443,352,451,1454,1119,14,4,9,0,2600,20692
2001,16621,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A107,PA,534860,184000,A106,A106,0.5,0.31,1021,791,18541,1542,733,2058,1435,49,56,9,0,3607,25214
2001,17689,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A5201,PA,533150,182610,A1202,A1202,0.3,0.19,749,2334,16332,257,4202,1026,117,83,44,43,36,1349,24474
2001,18046,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A107,PA,534800,185199,A104,A107 Mare St,0.3,0.19,247,223,10094,1405,1263,186,6,4,3,4,10,213,13198
2001,18336,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A10,PA,533650,187000,A10 Rectory Rd,A107 Clapton Common,1.1,0.68,487,707,22921,1273,3944,757,71,47,54,36,16,981,29826
2001,18456,Counted,Manual count,London,Hackney,A1200,PA,532740,182750,City Road,Vestry Srreet,0.3,0.19,971,1428,10715,342,1691,288,15,25,8,4,2,342,14518
2001,26182,Counted,Manual count,London,Hackney,A10,PA,533450,182500,A1209,A1208/A5201,0.4,0.25,1647,2579,28804,987,4054,1847,108,133,54,44,30,2216,38640
2001,26646,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A104,PA,535000,186220,A107 Lower Clapton Rd,LA Boundary,0.8,0.5,406,1432,32040,596,4573,873,66,26,20,12,20,1017,39658
2001,26651,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A107,PA,535050,185300,A107 Mare St,A102,0.3,0.19,832,266,11757,1802,1615,276,14,4,29,22,0,345,15785
2001,27239,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A503,PA,532000,187400,A1201,A105,0.9,0.56,383,1139,26453,1287,5900,1253,100,99,97,72,66,1687,36466
2001,28092,Estimated,Estimated from nearby links,London,Hackney,A106,PA,536654,184727,A12,A12/A115,0.1,0.06,9,312,19192,88,3631,526,108,140,45,57,96,972,24195
2001,28212,Counted,Manual count,London,Hackney,A1202,PA,533360,182270,A10,A1202 Curtain Rd,0.3,0.19,735,2441,30145,880,6621,1677,88,121,53,53,54,2046,42133
2001,28381,Counted,Manual count,London,Hackney,A1200,PA,532700,182820,City Road,East Road,0.3,0.19,169,343,4410,240,590,167,13,5,5,8,2,200,5783
2001,28535,Counted,Dependent on a neighbouring counted link,London,Hackney,A104,PA,533500,184780,LA Boundary,A10 Kingsland High St,0.1,0.06,907,997,14199,758,2163,533,45,135,20,15,12,760,18877
2001,36186,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A10,PA,533680,188000,A107,LA Boundary,0.3,0.19,376,1056,35100,1546,6730,1217,86,37,41,46,77,1504,45936
2001,36187,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A10,PA,533430,182100,LA Boundary,A1202 Commercial Street,0.2,0.12,1798,1788,17110,1252,3226,718,27,40,10,6,17,818,24194
2001,36663,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A104,PA,534730,185500,A107,A107,0.8,0.5,403,593,15078,328,2478,358,40,6,12,10,5,431,18908
2001,36667,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A106,PA,535000,183720,A107,A1205,0.9,0.56,145,295,8926,72,1392,413,72,146,17,4,4,656,11341
2001,36668,Counted,Manual count,London,Hackney,A107,PA,534550,187000,A104 roundabout,A10,2.2,1.37,251,317,25881,575,2378,820,48,36,34,26,21,985,30136
2001,36669,Counted,Manual count,London,Hackney,A107,PA,534950,184500,Well St,Graham Rd,0.8,0.5,259,316,17835,1533,2727,356,43,11,13,2,9,434,22845
2001,38148,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A107,PA,534874,185000,A1207,A104,0.4,0.25,309,264,12360,1335,1990,309,23,13,19,1,26,391,16340
2001,38267,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A1202,PA,533124,182475,A1202 Curtain Rd,A5201,0.4,0.25,754,2455,18685,430,6262,1028,53,69,39,26,50,1265,29097
2001,38434,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A10,PA,533950,186110,A10 Stoke Newington High St,B111,1,0.62,667,634,19969,561,2851,439,32,12,19,15,6,523,24538
2001,38435,Counted,Manual count,London,Hackney,A1207,PA,534000,184800,B108,A107,1,0.62,151,415,8939,675,1520,450,57,125,7,13,4,656,12205
2001,46189,Counted,Manual count,London,Hackney,A10,PA,533480,184000,A1208/A5201,A104,2.1,1.3,1222,935,19281,941,3540,662,30,41,36,29,19,817,25514
2001,46656,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A104,PA,533700,184800,A10,A1207,0.4,0.25,653,760,14393,1508,2730,606,76,56,47,28,22,835,20226
2001,46659,Counted,Manual count,London,Hackney,A106,PA,535000,184140,A107,A102,1.5,0.93,288,232,13514,429,1594,413,41,100,10,5,1,570,16339
2001,46660,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A107,PA,535000,185740,A102,A104,0.6,0.37,603,417,14666,1572,2183,659,57,25,27,8,11,787,19625
2001,47247,Counted,Manual count,London,Hackney,A503,PA,532500,187730,A105,A107,0.8,0.5,495,1189,31888,994,4204,1199,101,169,50,50,47,1616,39891
2001,48129,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A106,PA,536805,185028,A12/A115,A12,1,0.62,239,337,6307,53,1032,212,20,22,15,8,14,291,8020
2001,48418,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A10,PA,533700,186680,B111 Northwold Rd,A10 Stoke Newington High St,0.2,0.12,346,706,17587,869,3364,573,41,35,18,11,20,698,23224
2001,48540,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A1200,PA,532840,183000,Vestry St,B102,0.9,0.56,1001,1078,14446,631,2801,497,41,14,33,18,19,622,19578
2001,48543,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A501,PA,532467,182779,LA Boundary,A1200,0.5,0.31,520,2073,25388,547,4391,1650,89,51,37,51,53,1931,34330
2001,56619,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A106,PA,536000,184140,A1205,A106 Wick Rd,1.1,0.68,93,331,10365,103,2074,361,62,68,17,14,6,528,13401
2001,56661,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A107,PA,534848,183562,LA Boundary,Victoria Park Road,0.1,0.06,481,413,17100,1339,2770,898,76,97,96,20,25,1212,22834
2001,57754,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A106,PA,536538,184718,A106 Victoria Park Rd,A12,0.2,0.12,9,312,19192,88,3631,526,108,140,45,57,96,972,24195
2001,57755,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A1202,PA,533265,182510,A1202 Great Eastern St,A5201,0.3,0.19,316,622,8805,583,1611,249,25,16,14,15,5,324,11945
2001,58160,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A10,PA,533610,186380,Evering Road,Rectory Road,0.7,0.43,256,456,11297,496,2333,436,51,11,12,11,9,530,15112
2001,73558,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A1205,PA,535710,183850,LA Boundary,A106,0.2,0.12,881,372,11272,276,2449,278,30,4,11,7,3,333,14702
2001,73560,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A115,PA,536830,184630,A106,LA Boundary,0.3,0.19,117,232,8781,234,2090,458,88,122,22,53,28,771,12108
2001,73561,Counted,Dependent on a neighbouring counted link,London,Hackney,A12,PA,537400,185480,A106,LA Boundary,0.1,0.06,3,1934,60884,344,14540,2609,323,543,374,852,656,5357,83059
2001,73563,Counted,Dependent on a neighbouring counted link,London,Hackney,A503,PA,532736,187950,A107,LA Boundary,0.1,0.06,538,1166,20611,658,4141,812,50,90,73,67,57,1149,27725
2001,73564,Counted,Manual count,London,Hackney,A105,PA,532360,186640,LA boundary,A503,2.3,1.43,358,632,21994,388,2955,547,11,24,28,11,5,626,26595
2001,73565,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A1202,PA,533505,182140,LA Boundary,A10,0.1,0.06,978,2772,21016,164,5219,1319,146,122,46,63,29,1725,30896
2001,73566,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A1209,PA,533545,182280,A10,LA Boundary,0.1,0.06,927,827,12580,262,2487,649,45,28,25,1,16,764,16920
2001,74529,Counted,Dependent on a neighbouring counted link,London,Hackney,A12,PA,536820,184500,A106,LA Boundary,0.4,0.25,0,1861,64142,267,12559,2940,336,602,248,472,276,4874,83703
2001,74530,Counted,Manual count,London,Hackney,A12,PA,536692,185063,A106,A106,1.1,0.68,27,1393,59674,189,11618,2531,270,562,180,332,409,4284,77158
2001,74906,Counted,Manual count,London,Hackney,A106,PA,536325,184749,Victoria Park Road,Cassland Road,0.2,0.12,130,677,40203,667,4738,989,108,318,56,44,17,1532,47817
2001,74907,Counted,Manual count,London,Hackney,A106,PA,537470,185700,A12,LA Boundary,0.4,0.25,231,455,22365,370,4231,1541,171,194,66,93,132,2197,29618
2001,79992,Counted,Manual count,London,Hackney,A107,PA,534950,185100,Graham Road,Dalston Lane,0.3,0.19,238,52,854,984,118,77,3,1,3,0,0,84,2092
2002,6190,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A10,PA,533470,182230,A1202,A1209,0.1,0.06,1355,2416,25388,1606,6535,1225,73,54,64,62,82,1560,37505
2002,6629,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A104,PA,534880,186000,Downs Rd,Lea Bridge Rd,0.3,0.19,381,397,23671,2216,3360,832,46,18,30,22,39,987,30631
2002,6632,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A105,PA,532000,187600,A503,LA Boundary,0.4,0.25,535,1066,28667,1155,4210,674,43,19,21,12,20,789,35887
2002,6634,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A107,PA,533000,187960,A503,LA Boundary,1,0.62,82,170,13820,661,1699,274,20,9,19,8,13,343,16693
2002,7716,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A5201,PA,533330,182670,A1202,A10/A1208,0.2,0.12,1098,2300,25490,1310,5295,838,68,53,46,69,107,1181,35576
2002,8064,Counted,Manual count,London,Hackney,A102,PA,536000,185157,A106,A107,1.6,0.99,305,481,23775,993,3394,442,56,53,43,32,26,652,29295
2002,8475,Counted,Manual count,London,Hackney,A5201,PA,532929,182545,A501,A1202,0.2,0.12,1079,2529,26717,428,6061,1356,86,118,92,98,34,1784,37519
2002,16176,Counted,Manual count,London,Hackney,A10,PA,533540,185000,A104,Evering Rd,1.3,0.81,531,613,16491,713,2468,388,50,21,18,22,10,509,20794
2002,16616,Counted,Manual count,London,Hackney,A104,PA,533980,184900,A1207,A107,0.9,0.56,773,640,22535,640,1882,358,16,15,10,5,7,411,26108
2002,16621,Counted,Manual count,London,Hackney,A107,PA,534860,184000,A106,A106,0.5,0.31,400,693,19600,1714,3525,716,58,79,20,12,6,891,26423
2002,17689,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A5201,PA,533150,182610,A1202,A1202,0.3,0.19,762,2187,15417,295,3916,906,112,79,38,35,37,1207,23022
2002,18046,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A107,PA,534800,185199,A104,A107 Mare St,0.3,0.19,252,209,9529,1614,1178,165,6,4,3,4,10,192,12722
2002,18336,Counted,Manual count,London,Hackney,A10,PA,533650,187000,A10 Rectory Rd,A107 Clapton Common,1.1,0.68,228,270,25282,1235,3181,536,54,76,25,32,142,865,30833
2002,18456,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A1200,PA,532740,182750,City Road,Vestry Srreet,0.3,0.19,988,1338,10115,393,1576,254,14,24,7,3,2,304,13726
2002,26182,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A10,PA,533450,182500,A1209,A1208/A5201,0.4,0.25,1677,2417,27191,1134,3778,1631,103,127,46,36,31,1974,36494
2002,26646,Counted,Manual count,London,Hackney,A104,PA,535000,186220,A107 Lower Clapton Rd,LA Boundary,0.8,0.5,590,863,34648,507,5498,943,115,61,12,15,13,1159,42675
2002,26651,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A107,PA,535050,185300,A107 Mare St,A102,0.3,0.19,847,249,11098,2071,1505,244,14,4,25,18,0,305,15228
2002,27239,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A503,PA,532000,187400,A1201,A105,0.9,0.56,390,1067,24972,1479,5499,1106,95,95,83,59,68,1506,34523
2002,28092,Estimated,Estimated from nearby links,London,Hackney,A106,PA,536654,184727,A12,A12/A115,0.1,0.06,287,475,33010,714,4876,960,85,302,137,77,65,1626,40701
2002,28212,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A1202,PA,533360,182270,A10,A1202 Curtain Rd,0.3,0.19,748,2287,28457,1011,6171,1481,84,116,45,43,56,1825,39751
2002,28381,Counted,Manual count,London,Hackney,A1200,PA,532700,182820,City Road,East Road,0.3,0.19,203,684,4601,286,947,153,21,13,4,4,3,198,6716
2002,28535,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A104,PA,533500,184780,LA Boundary,A10 Kingsland High St,0.1,0.06,923,935,13404,871,2016,471,43,129,17,13,12,685,17911
2002,36186,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A10,PA,533680,188000,A107,LA Boundary,0.3,0.19,383,990,33134,1777,6272,1075,82,35,35,38,79,1344,43517
2002,36187,Counted,Dependent on a neighbouring counted link,London,Hackney,A10,PA,533430,182100,LA Boundary,A1202 Commercial Street,0.2,0.12,1540,1466,15141,1516,2142,617,45,55,8,3,4,732,20997
2002,36663,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A104,PA,534730,185500,A107,A107,0.8,0.5,410,556,14234,377,2309,316,38,6,10,8,5,383,17859
2002,36667,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A106,PA,535000,183720,A107,A1205,0.9,0.56,148,276,8426,83,1297,365,69,139,15,3,4,595,10677
2002,36668,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A107,PA,534550,187000,A104 roundabout,A10,2.2,1.37,255,297,24432,661,2216,724,46,34,29,21,21,875,28481
2002,36669,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A107,PA,534950,184500,Well St,Graham Rd,0.8,0.5,263,296,16837,1762,2542,314,41,11,11,2,9,388,21825
2002,38148,Counted,Manual count,London,Hackney,A107,PA,534874,185000,A1207,A104,0.4,0.25,402,337,15430,1391,1371,326,46,5,18,12,19,426,18955
2002,38267,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A1202,PA,533124,182475,A1202 Curtain Rd,A5201,0.4,0.25,768,2300,17639,494,5836,908,51,66,33,21,52,1131,27400
