Year,CP,Estimation_method,Estimation_method_detailed,Region,LocalAuthority,Road,RoadCategory,Easting,Northing,StartJunction,EndJunction,LinkLength_miles,PedalCycles,Motorcycles,CarsTaxis,BusesCoaches,LightGoodsVehicles,V2AxleRigidHGV,V3AxleRigidHGV,V4or5AxleRigidHGV,V3or4AxleArticHGV,V5AxleArticHGV,V6orMoreAxleArticHGV,AllHGVs,AllMotorVehicles
2000,17689,Counted,Manual count,London,Hackney,A5201,PU,533150,182610,A1202,A1202,0.19,44.77,142.68,1137.36,17.55,279.78,70.08,6.8,5.58,3.27,3.27,2.11,91.11,1668.48
2000,18046,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A107,PU,534800,185199,A104,A107 Mare St,0.19,14.76,13.61,702.92,96,84.1,12.66,0.34,0.27,0.2,0.27,0.54,14.29,910.92
2000,18336,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A10,PU,533650,187000,A10 Rectory Rd,A107 Clapton Common,0.68,106.53,158.42,5853.06,318.84,962.75,189.85,14.97,11.73,14.47,9.98,3.24,244.24,7537.31
2000,18456,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A1200,PU,532740,182750,City Road,Vestry Srreet,0.19,43.14,86.68,669.92,21.57,108.73,22.66,3.4,0.82,0.61,0.68,0.68,28.85,915.75
2000,26182,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A10,PU,533450,182500,A1209,A1208/A5201,0.25,59.06,224.26,2927.99,155.49,638.22,144.7,6.44,8.53,4.72,4.72,5.17,174.27,4120.24
2000,26646,Counted,Manual count,London,Hackney,A104,PU,535000,186220,A107 Lower Clapton Rd,LA Boundary,0.5,64.77,233.51,5950.34,108.5,811.76,159.12,10.16,4.72,3.81,2.54,3.08,183.44,7287.55
2000,26651,Counted,Manual count,London,Hackney,A107,PU,535050,185300,A107 Mare St,A102,0.19,49.67,16.26,818.73,123.08,107.5,18.85,0.82,0.27,2.18,1.63,0,23.75,1089.32
2000,27239,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A503,PU,532000,187400,A1201,A105,0.56,68.58,209.02,5526.56,263.93,1178.39,256.78,17.55,19.8,21.64,16.53,11.63,343.94,7521.84
2000,28092,Estimated,Estimated from nearby links,London,Hackney,A106,TU,536654,184727,A12,A12/A115,0.06,0.18,6.35,445.5,2,80.56,11.98,2.11,3.13,1.11,1.45,1.86,21.64,556.05
2000,28212,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A1202,PU,533360,182270,A10,A1202 Curtain Rd,0.19,61.03,179.22,1724.61,90.22,452.94,80.36,4.56,4.63,2.59,2.38,4.56,99.07,2546.06
2000,28381,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A1200,PU,532700,182820,City Road,East Road,0.19,10.07,20.96,307.13,16.4,39.26,11.43,0.75,0.34,0.34,0.61,0.14,13.61,397.35
2000,28535,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A104,PU,533500,184780,LA Boundary,A10 Kingsland High St,0.06,16.58,26.9,328.59,19.05,75,13.34,1.91,3.54,0.64,0.59,1.68,21.68,471.22
2000,36186,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A10,TU,533680,188000,A107,LA Boundary,0.19,22.45,64.57,2444.41,105.6,448.04,83.15,5.03,2.52,3.06,3.47,4.42,101.65,3164.28
2000,36187,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A10,PU,533430,182100,LA Boundary,A1202 Commercial Street,0.12,78.7,71.99,830.09,57.06,146.79,35.29,1.13,1.95,0.5,0.32,0.64,39.83,1145.75
2000,36663,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A104,PU,534730,185500,A107,A107,0.5,64.23,96.71,2800.17,59.88,439.81,65.32,6.17,1.09,2.36,2,0.73,77.66,3474.22
2000,36667,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A106,PU,535000,183720,A107,A1205,0.56,25.92,54.09,1864.84,14.7,278.01,84.71,12.66,29.39,3.67,1.02,0.61,132.07,2343.71
2000,36668,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A107,PU,534550,187000,A104 roundabout,A10,1.37,74.35,164.66,11112.36,365.74,1700.96,463.04,17.96,20.46,28.94,11.98,16.47,558.84,13902.55
2000,36669,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A107,PU,534950,184500,Well St,Graham Rd,0.5,152.23,103.42,3092.47,293.39,521.46,118.66,6.71,2.36,2.54,2,0.36,132.63,4143.37
2000,38148,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A107,PU,534874,185000,A1207,A104,0.25,24.59,21.5,1147.7,121.57,176.63,28.12,1.81,1.18,1.81,9.00E-02,2,35.02,1502.42
2000,38267,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A1202,PU,533124,182475,A1202 Curtain Rd,A5201,0.25,60.06,200.13,1735.02,39.19,555.84,93.62,4.08,6.17,3.9,2.63,3.9,114.31,2644.49
2000,38434,Counted,Manual count,London,Hackney,A10,PU,533950,186110,A10 Stoke Newington High St,B111,0.62,132.91,129.28,4635.58,127.69,632.77,100.02,6.12,2.72,4.76,3.86,1.13,118.62,5643.93
2000,38435,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A1207,PU,534000,184800,B108,A107,0.62,40.82,100.93,2107.2,228.84,416.63,97.52,8.85,13.38,5.22,2.27,0.91,128.14,2981.75
2000,46189,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A10,PU,533480,184000,A1208/A5201,A104,1.3,518.19,606.78,8977.9,420.08,1467.9,367.69,21.91,10.95,10.95,9.05,11.91,432.46,11905.12
2000,46656,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A104,PU,533700,184800,A10,A1207,0.25,51.98,61.96,1336.49,137.35,242.31,55.16,5.9,5.08,4.72,2.9,1.63,75.39,1853.5
2000,46659,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A106,TU,535000,184140,A107,A102,0.93,75.52,85.05,4045.33,188.81,666.11,129.28,11.23,9.87,7.48,3.06,3.06,163.98,5149.28
2000,46660,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A107,PU,535000,185740,A102,A104,0.37,71.99,50.89,2042.84,214.73,290.67,90.09,6.67,3.4,4.08,1.09,1.22,106.55,2705.68
2000,47247,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A503,PU,532500,187730,A105,A107,0.5,89.27,222.81,5552.98,238.23,911.92,217.91,18.51,16.51,10.7,5.99,11.25,280.87,7206.81
2000,48129,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A106,TU,536805,185028,A12/A115,A12,0.62,47.63,68.72,1464,12.02,229.07,48.31,3.86,4.99,3.63,2.04,2.72,65.55,1839.35
2000,48418,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A10,PU,533700,186680,B111 Northwold Rd,A10 Stoke Newington High St,0.12,13.79,28.76,816.53,39.55,149.33,26.08,1.59,1.54,0.91,0.54,0.77,31.43,1065.6
2000,48540,Counted,Manual count,London,Hackney,A1200,PU,532840,183000,Vestry St,B102,0.56,179.42,197.79,3018.12,129.21,559.29,101.86,7.14,2.86,7.35,4.08,3.27,126.55,4030.97
2000,48543,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A501,PU,532467,182779,LA Boundary,A1200,0.31,51.71,211.15,2946.82,62.26,487.28,187.9,8.62,5.78,4.54,6.35,5.1,218.3,3925.8
2000,56619,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A106,PU,536000,184140,A1205,A106 Wick Rd,0.68,20.46,74.1,2646.74,25.7,506.2,90.31,13.22,16.72,4.74,3.99,1.25,130.23,3382.96
2000,56661,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A107,PU,534848,183562,LA Boundary,Victoria Park Road,0.06,9.59,8.41,396.97,30.48,61.49,20.46,1.47,2.15,2.38,0.5,0.48,27.44,524.79
2000,57754,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A106,TU,536538,184718,A106 Victoria Park Rd,A12,0.12,0.36,12.7,891.01,3.99,161.12,23.95,4.22,6.26,2.22,2.9,3.72,43.27,1112.09
2000,57755,Counted,Manual count,London,Hackney,A1202,PU,533265,182510,A1202 Great Eastern St,A5201,0.19,18.85,38.03,613.18,39.8,107.23,17.01,1.43,1.09,1.02,1.16,0.27,21.98,820.22
2000,58160,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A10,PU,533610,186380,Evering Road,Rectory Road,0.43,35.72,65.09,1835.75,79.06,362.45,69.54,6.99,1.75,2.06,1.91,1.27,83.51,2425.86
2000,73558,Counted,Dependent on a neighbouring counted link,London,Hackney,A1205,PU,535710,183850,LA Boundary,A106,0.12,35.11,15.2,523.32,12.61,108.73,12.7,1.18,0.18,0.54,0.32,0.14,15.06,674.91
2000,73560,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A115,PU,536830,184630,A106,LA Boundary,0.19,7.01,14.15,611.54,15.92,139.14,31.3,5.1,8.16,1.63,4.01,1.63,51.85,832.61
2000,73561,Counted,Dependent on a neighbouring counted link,London,Hackney,A12,TU,537400,185480,A106,LA Boundary,0.06,0,52.96,1047.86,9.87,260.68,39.94,4.26,9,4.31,12.38,6.53,76.43,1447.8
2000,73563,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A503,PU,532736,187950,A107,LA Boundary,0.06,5.01,19.16,483.33,12.68,102.13,20.34,1.5,2.18,2.22,1.72,1.56,29.53,646.83
2000,73564,Counted,Manual count,London,Hackney,A105,PU,532360,186640,LA boundary,A503,1.43,274.38,540.42,11129.21,157.54,1375.05,284.29,11.48,5.74,4.69,1.04,1.04,308.29,13510.5
2000,73565,Counted,Dependent on a neighbouring counted link,London,Hackney,A1202,PU,533505,182140,LA Boundary,A10,0.06,19.46,56.47,487.87,3.72,115.83,30.05,2.84,2.72,1.13,1.59,0.57,38.9,702.79
2000,73566,Counted,Dependent on a neighbouring counted link,London,Hackney,A1209,PU,533545,182280,A10,LA Boundary,0.06,18.44,16.85,292.05,5.99,55.18,14.76,0.88,0.64,0.61,0.02,0.29,17.21,387.28
2000,74529,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A12,TU,536820,184500,A106,LA Boundary,0.25,0,151.68,5955.96,24.4,1114.86,267.81,26.13,53.71,24.49,47.72,21.41,441.26,7688.17
2000,74530,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A12,TU,536692,185063,A106,A106,0.68,5.99,312.1,15238.02,47.15,2836.09,633.93,57.63,137.96,48.9,92.31,87.07,1057.8,19491.17
2000,74906,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A106,TU,536325,184749,Victoria Park Road,Cassland Road,0.12,5.22,27.58,1866.57,30.35,210.29,45.04,4.22,14.2,2.77,2.18,0.64,69.04,2203.82
2000,74907,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A106,TU,537470,185700,A12,LA Boundary,0.25,18.42,37.1,2076.77,33.75,375.58,140.34,13.34,17.33,6.44,9.43,10.16,197.04,2720.25
2000,79992,Counted,Manual count,London,Hackney,A107,PU,534950,185100,Graham Road,Dalston Lane,0.19,17.01,2.52,76,85.66,11.16,3.27,0.2,0,0.2,7.00E-02,0,3.74,179.08
2001,6190,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A10,PU,533470,182230,A1202,A1209,0.06,30.19,58.47,609.96,31.71,159.03,31.46,1.72,1.29,1.7,1.72,1.79,39.69,898.86
2001,6629,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A104,PU,534880,186000,Downs Rd,Lea Bridge Rd,0.19,25.45,28.85,1706.11,131.18,245.28,64.16,3.27,1.29,2.38,1.77,2.59,75.46,2186.88
2001,6632,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A105,PU,532000,187600,A503,LA Boundary,0.25,47.72,103.24,2754.99,91.17,409.78,69.22,4.08,1.72,2.27,1.27,1.81,80.38,3439.57
2001,6634,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A107,PU,533000,187960,A503,LA Boundary,0.62,18.14,41.05,3320.13,130.41,413.23,70.31,4.76,2.04,4.99,2.27,2.95,87.32,3992.14
2001,7716,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A5201,PU,533330,182670,A1202,A10/A1208,0.12,48.94,111.36,1224.81,51.71,257.69,43.05,3.22,2.49,2.45,3.81,4.72,59.74,1705.31
2001,8064,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A102,PU,536000,185157,A106,A107,0.99,193.05,168.38,6691.88,363.24,922.44,245.67,13.06,7.62,16.33,5.44,5.44,293.57,8439.52
2001,8475,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A5201,PU,532929,182545,A501,A1202,0.12,81.47,204.35,1517.84,30.66,356.62,61.28,6.4,3.54,3.45,3.95,8.57,87.18,2196.65
2001,16176,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A10,PU,533540,185000,A104,Evering Rd,0.81,127.96,189.88,4411.7,268.01,120.29,393.61,433.71,8.26,3.54,6.19,14.45,859.76,5849.64
2001,16616,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A104,PU,533980,184900,A1207,A107,0.56,121.25,172.69,3356.35,71.85,92.06,296.79,228.41,2.86,0.82,1.84,0,530.71,4223.66
2001,16621,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A107,PU,534860,184000,A106,A106,0.31,115.78,89.7,2102.55,174.86,83.12,233.38,162.73,5.56,6.35,1.02,0,409.03,2859.27
2001,17689,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A5201,PU,533150,182610,A1202,A1202,0.19,50.96,158.81,1111.23,17.49,285.9,69.81,7.96,5.65,2.99,2.93,2.45,91.79,1665.21
2001,18046,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A107,PU,534800,185199,A104,A107 Mare St,0.19,16.81,15.17,686.8,95.6,85.93,12.66,0.41,0.27,0.2,0.27,0.68,14.49,897.99
2001,18336,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A10,PU,533650,187000,A10 Rectory Rd,A107 Clapton Common,0.68,121.5,176.38,5718.34,317.59,983.95,188.86,17.71,11.73,13.47,8.98,3.99,244.74,7441.01
2001,18456,Counted,Manual count,London,Hackney,A1200,PU,532740,182750,City Road,Vestry Srreet,0.19,66.07,97.16,729.05,23.27,115.06,19.6,1.02,1.7,0.54,0.27,0.14,23.27,987.81
2001,26182,Counted,Manual count,London,Hackney,A10,PU,533450,182500,A1209,A1208/A5201,0.25,149.42,233.97,2613.1,89.54,367.78,167.56,9.8,12.07,4.9,3.99,2.72,201.04,3505.43
2001,26646,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A104,PU,535000,186220,A107 Lower Clapton Rd,LA Boundary,0.5,73.66,259.82,5813.35,108.14,829.73,158.4,11.98,4.72,3.63,2.18,3.63,184.52,7195.56
2001,26651,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A107,PU,535050,185300,A107 Mare St,A102,0.19,56.61,18.1,799.95,122.61,109.88,18.78,0.95,0.27,1.97,1.5,0,23.47,1074.01
2001,27239,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A503,PU,532000,187400,A1201,A105,0.56,78.18,232.49,5399.6,262.7,1204.31,255.76,20.41,20.21,19.8,14.7,13.47,344.35,7443.46
2001,28092,Estimated,Estimated from nearby links,London,Hackney,A106,PU,536654,184727,A12,A12/A115,0.06,0.2,7.08,435.28,2,82.35,11.93,2.45,3.18,1.02,1.29,2.18,22.05,548.74
2001,28212,Counted,Manual count,London,Hackney,A1202,PU,533360,182270,A10,A1202 Curtain Rd,0.19,50.01,166.09,2051.07,59.88,450.49,114.1,5.99,8.23,3.61,3.61,3.67,139.21,2866.74
2001,28381,Counted,Manual count,London,Hackney,A1200,PU,532700,182820,City Road,East Road,0.19,11.5,23.34,300.06,16.33,40.14,11.36,0.88,0.34,0.34,0.54,0.14,13.61,393.48
2001,28535,Counted,Dependent on a neighbouring counted link,London,Hackney,A104,PU,533500,184780,LA Boundary,A10 Kingsland High St,0.06,20.57,22.61,322.03,17.19,49.06,12.09,1.02,3.06,0.45,0.34,0.27,17.24,428.13
2001,36186,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A10,PU,533680,188000,A107,LA Boundary,0.19,25.58,71.85,2388.21,105.19,457.91,82.8,5.85,2.52,2.79,3.13,5.24,102.33,3125.49
2001,36187,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A10,PU,533430,182100,LA Boundary,A1202 Commercial Street,0.12,81.56,81.1,776.11,56.79,146.33,32.57,1.22,1.81,0.45,0.27,0.77,37.1,1097.44
2001,36663,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A104,PU,534730,185500,A107,A107,0.5,73.12,107.59,2735.76,59.51,449.61,64.96,7.26,1.09,2.18,1.81,0.91,78.2,3430.67
2001,36667,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A106,PU,535000,183720,A107,A1205,0.56,29.6,60.22,1821.98,14.7,284.14,84.3,14.7,29.8,3.47,0.82,0.82,133.9,2314.93
2001,36668,Counted,Manual count,London,Hackney,A107,PU,534550,187000,A104 roundabout,A10,1.37,125.24,158.17,12913.61,286.9,1186.53,409.15,23.95,17.96,16.96,12.97,10.48,491.48,15036.69
2001,36669,Counted,Manual count,London,Hackney,A107,PU,534950,184500,Well St,Graham Rd,0.5,46.99,57.34,3235.99,278.15,494.79,64.59,7.8,2,2.36,0.36,1.63,78.75,4145.01
2001,38148,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A107,PU,534874,185000,A1207,A104,0.25,28.03,23.95,1121.3,121.11,180.53,28.03,2.09,1.18,1.72,9.00E-02,2.36,35.47,1482.37
2001,38267,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A1202,PU,533124,182475,A1202 Curtain Rd,A5201,0.25,68.4,222.72,1695.11,39.01,568.09,93.26,4.81,6.26,3.54,2.36,4.54,114.76,2639.69
2001,38434,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A10,PU,533950,186110,A10 Stoke Newington High St,B111,0.62,151.28,143.79,4528.98,127.24,646.61,99.57,7.26,2.72,4.31,3.4,1.36,118.62,5565.23
2001,38435,Counted,Manual count,London,Hackney,A1207,PU,534000,184800,B108,A107,0.62,34.25,94.12,2027.37,153.09,344.74,102.06,12.93,28.35,1.59,2.95,0.91,148.78,2768.1
2001,46189,Counted,Manual count,London,Hackney,A10,PU,533480,184000,A1208/A5201,A104,1.3,582.02,445.32,9183.17,448.18,1686.03,315.3,14.29,19.53,17.15,13.81,9.05,389.12,12151.83
2001,46656,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A104,PU,533700,184800,A10,A1207,0.25,59.24,68.95,1305.74,136.81,247.67,54.98,6.89,5.08,4.26,2.54,2,75.75,1834.91
2001,46659,Counted,Manual count,London,Hackney,A106,PU,535000,184140,A107,A102,0.93,97.98,78.93,4597.47,145.95,542.28,140.5,13.95,34.02,3.4,1.7,0.34,193.91,5558.54
2001,46660,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A107,PU,535000,185740,A102,A104,0.37,82.06,56.75,1995.75,213.92,297.06,89.68,7.76,3.4,3.67,1.09,1.5,107.1,2670.58
2001,47247,Counted,Manual count,London,Hackney,A503,PU,532500,187730,A105,A107,0.5,89.81,215.73,5785.77,180.35,762.78,217.55,18.33,30.66,9.07,9.07,8.53,293.21,7237.84
2001,48129,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A106,PU,536805,185028,A12/A115,A12,0.62,54.21,76.43,1430.43,12.02,234.06,48.08,4.54,4.99,3.4,1.81,3.18,66,1818.94
2001,48418,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A10,PU,533700,186680,B111 Northwold Rd,A10 Stoke Newington High St,0.12,15.69,32.02,797.75,39.42,152.59,25.99,1.86,1.59,0.82,0.5,0.91,31.66,1053.44
2001,48540,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A1200,PU,532840,183000,Vestry St,B102,0.56,204.32,220.04,2948.72,128.8,571.74,101.45,8.37,2.86,6.74,3.67,3.88,126.96,3996.27
2001,48543,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A501,PU,532467,182779,LA Boundary,A1200,0.31,58.97,235.08,2879.01,62.03,497.94,187.11,10.09,5.78,4.2,5.78,6.01,218.98,3893.03
2001,56619,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A106,PU,536000,184140,A1205,A106 Wick Rd,0.68,23.2,82.58,2585.87,25.7,517.42,90.06,15.47,16.96,4.24,3.49,1.5,131.73,3343.29
2001,56661,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A107,PU,534848,183562,LA Boundary,Victoria Park Road,0.06,10.91,9.37,387.83,30.37,62.82,20.37,1.72,2.2,2.18,0.45,0.57,27.49,517.88
2001,57754,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A106,PU,536538,184718,A106 Victoria Park Rd,A12,0.12,0.41,14.15,870.55,3.99,164.7,23.86,4.9,6.35,2.04,2.59,4.35,44.09,1097.49
2001,57755,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A1202,PU,533265,182510,A1202 Great Eastern St,A5201,0.19,21.5,42.32,599.09,39.67,109.61,16.94,1.7,1.09,0.95,1.02,0.34,22.05,812.74
2001,58160,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A10,PU,533610,186380,Evering Road,Rectory Road,0.43,40.64,72.39,1793.52,78.75,370.39,69.22,8.1,1.75,1.91,1.75,1.43,84.14,2399.19
2001,73558,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A1205,PU,535710,183850,LA Boundary,A106,0.12,39.96,16.87,511.3,12.52,111.09,12.61,1.36,0.18,0.5,0.32,0.14,15.1,666.88
2001,73560,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A115,PU,536830,184630,A106,LA Boundary,0.19,7.96,15.79,597.46,15.92,142.2,31.16,5.99,8.3,1.5,3.61,1.91,52.46,823.83
2001,73561,Counted,Dependent on a neighbouring counted link,London,Hackney,A12,PU,537400,185480,A106,LA Boundary,0.06,7.00E-02,43.86,1380.85,7.8,329.77,59.17,7.33,12.32,8.48,19.32,14.88,121.5,1883.78
2001,73563,Counted,Dependent on a neighbouring counted link,London,Hackney,A503,PU,532736,187950,A107,LA Boundary,0.06,12.2,26.44,467.46,14.92,93.92,18.42,1.13,2.04,1.66,1.52,1.29,26.06,628.8
2001,73564,Counted,Manual count,London,Hackney,A105,PU,532360,186640,LA boundary,A503,1.43,186.75,329.68,11472.97,202.4,1541.45,285.34,5.74,12.52,14.61,5.74,2.61,326.55,13873.05
2001,73565,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A1202,PU,533505,182140,LA Boundary,A10,0.06,22.18,62.87,476.64,3.72,118.37,29.91,3.31,2.77,1.04,1.43,0.66,39.12,700.72
2001,73566,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A1209,PU,533545,182280,A10,LA Boundary,0.06,21.02,18.76,285.32,5.94,56.41,14.72,1.02,0.64,0.57,0.02,0.36,17.33,383.75
2001,74529,Counted,Dependent on a neighbouring counted link,London,Hackney,A12,PU,536820,184500,A106,LA Boundary,0.25,0,168.83,5818.97,24.22,1139.35,266.72,30.48,54.61,22.5,42.82,25.04,442.17,7593.55
2001,74530,Counted,Manual count,London,Hackney,A12,PU,536692,185063,A106,A106,0.68,6.74,347.53,14887.5,47.15,2898.46,631.44,67.36,140.21,44.91,82.83,102.04,1068.77,19249.42
2001,74906,Counted,Manual count,London,Hackney,A106,PU,536325,184749,Victoria Park Road,Cassland Road,0.12,5.9,30.71,1823.61,30.26,214.92,44.86,4.9,14.42,2.54,2,0.77,69.49,2168.98
2001,74907,Counted,Manual count,London,Hackney,A106,PU,537470,185700,A12,LA Boundary,0.25,20.96,41.28,2028.96,33.57,383.84,139.8,15.51,17.6,5.99,8.44,11.98,199.31,2686.95
2001,79992,Counted,Manual count,London,Hackney,A107,PU,534950,185100,Graham Road,Dalston Lane,0.19,16.19,3.54,58.11,66.95,8.03,5.24,0.2,7.00E-02,0.2,0,0,5.72,142.34
2002,6190,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A10,PU,533470,182230,A1202,A1209,0.06,30.73,54.79,575.8,36.42,148.21,27.78,1.66,1.22,1.45,1.41,1.86,35.38,850.62
2002,6629,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A104,PU,534880,186000,Downs Rd,Lea Bridge Rd,0.19,25.92,27.01,1610.58,150.78,228.61,56.61,3.13,1.22,2.04,1.5,2.65,67.16,2084.14
2002,6632,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A105,PU,532000,187600,A503,LA Boundary,0.25,48.54,96.71,2600.68,104.78,381.93,61.15,3.9,1.72,1.91,1.09,1.81,71.58,3255.68
2002,6634,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A107,PU,533000,187960,A503,LA Boundary,0.62,18.6,38.56,3134.38,149.92,385.33,62.14,4.54,2.04,4.31,1.81,2.95,77.79,3785.98
2002,7716,Estimated,Estimated using previous year's AADF on this link,London,Hackney,A5201,PU,533330,182670,A1202,A10/A1208,0.12,49.81,104.33,1156.23,59.42,240.18,38.01,3.08,2.4,2.09,3.13,4.85,53.57,1613.73
